,lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,room_type_reserved,type_of_meal_plan,booking_status
10339,1,1,102.0,2,25,4,2,0,0,0,1
10340,1,1,89.0,4,16,4,1,0,0,3,1
10341,0,0,87.78,10,18,4,0,1,0,3,1
10342,116,0,80.75,6,11,4,1,1,2,0,0
10343,3,0,110.0,9,19,0,2,1,3,0,1
10344,7,1,77.5,1,19,4,3,0,0,0,1
10345,151,2,133.45,7,29,4,3,2,0,0,0
10346,148,1,86.43,5,18,4,4,0,3,0,1
10347,59,0,85.5,5,8,3,1,2,0,0,1
10348,223,0,86.2,8,31,4,9,3,0,3,0
10349,64,0,80.1,4,1,4,1,0,0,0,1
10350,6,0,105.25,12,7,4,0,1,1,0,1
10351,171,2,72.25,8,11,3,3,2,0,0,1
10352,76,3,127.38,9,21,4,3,0,1,0,1
10353,21,1,117.0,10,8,4,1,0,3,0,0
10354,142,0,99.3,8,24,4,3,0,0,0,1
10355,54,3,190.8,10,6,4,2,0,5,0,1
10356,69,1,92.23,11,17,4,3,1,0,0,1
10357,92,1,135.9,6,16,4,3,0,0,0,1
10358,39,2,94.5,6,20,4,2,1,0,0,1
10359,217,2,76.5,8,7,4,1,0,1,0,0
10360,25,2,127.67,4,16,4,1,2,0,0,1
10361,29,1,85.0,12,2,2,2,0,0,0,1
10362,9,1,179.0,5,9,4,3,1,3,1,1
10363,23,0,114.75,6,15,4,1,0,0,0,0
10364,42,0,68.0,11,24,3,3,1,0,0,1
10365,145,1,85.5,6,27,4,0,1,0,3,1
10366,111,0,120.0,10,10,3,0,1,4,0,0
10367,3,0,67.0,9,12,2,2,1,0,0,1
10368,98,1,124.25,7,25,4,1,1,3,0,0
10369,0,0,120.0,6,3,4,1,0,0,0,1
10370,0,0,80.0,12,23,4,1,0,0,3,1
10371,41,2,109.0,10,27,4,1,0,0,3,1
10372,19,0,111.0,3,4,4,2,0,3,0,0
10373,153,0,111.78,6,7,4,6,2,0,0,0
10374,29,0,59.29,9,17,3,5,2,3,0,1
10375,72,1,72.0,11,19,3,5,2,0,0,1
10376,30,0,117.0,3,5,3,1,2,0,1,1
10377,19,0,116.1,10,2,4,1,2,0,3,0
10378,84,2,80.1,10,30,4,0,2,0,3,1
10379,234,1,103.7,10,25,4,4,0,3,0,0
10380,17,0,83.2,11,27,4,3,2,0,0,0
10381,24,1,58.0,12,26,3,2,2,0,0,1
10382,15,1,120.18,6,1,4,4,0,0,0,1
10383,164,1,90.9,7,1,4,2,0,0,0,1
10384,112,0,100.0,6,2,3,2,0,0,0,0
10385,3,0,110.0,10,27,0,2,0,3,0,1
10386,139,0,116.45,7,11,4,4,1,0,0,0
10387,64,1,51.97,3,11,4,2,1,0,3,1
10388,126,3,107.95,5,15,4,2,2,3,0,1
10389,117,0,80.75,10,24,3,2,1,0,0,1
10390,77,0,87.31,3,22,4,5,2,0,0,1
10391,245,1,58.36,12,27,4,5,2,0,0,0
10392,61,1,81.9,11,12,4,3,1,3,0,1
10393,51,2,125.1,8,6,4,1,2,0,3,1
10394,95,0,132.3,10,20,4,3,0,3,0,0
10395,5,0,228.8,8,4,4,3,1,4,1,0
10396,16,1,138.0,10,5,3,2,0,0,0,1
10397,34,0,80.0,12,1,2,3,0,0,0,1
10398,20,0,147.9,12,22,4,3,1,5,0,1
10399,267,0,80.75,10,25,3,2,0,0,0,1
10400,35,0,94.5,4,22,4,2,1,0,3,1
10401,22,0,172.0,4,30,4,1,1,3,0,0
10402,192,0,0.0,9,25,4,3,2,0,0,1
10403,89,0,57.6,11,16,4,4,0,0,3,0
10404,30,0,60.0,1,6,3,4,1,0,0,1
10405,46,2,102.6,12,8,4,3,0,0,0,1
10406,148,0,71.37,4,29,4,7,2,0,0,1
10407,15,0,65.0,10,13,2,1,0,0,0,1
10408,10,3,140.0,8,24,4,1,0,0,0,1
10409,70,1,125.1,9,15,4,1,0,0,3,1
10410,70,2,97.2,10,18,4,2,0,0,3,1
10411,29,1,100.28,3,10,4,3,2,0,0,1
10412,74,0,92.65,12,27,3,3,0,0,0,1
10413,39,0,121.5,5,21,4,1,0,0,0,0
10414,69,1,135.9,9,11,4,1,2,0,0,1
10415,229,0,110.7,12,9,4,2,1,3,0,1
10416,107,2,135.15,5,22,4,2,2,0,0,1
10417,7,2,165.0,6,19,4,0,1,3,0,1
10418,111,1,55.96,7,22,4,2,0,0,0,1
10419,133,0,97.92,9,4,3,0,2,0,0,1
10420,9,0,95.0,10,30,3,1,0,0,0,1
10421,73,0,76.5,4,3,4,1,2,0,3,0
10422,108,1,76.5,8,24,4,2,1,0,0,1
10423,105,0,80.75,4,18,3,2,1,0,0,1
10424,4,0,106.0,7,8,2,1,0,4,0,1
10425,56,1,76.92,6,21,4,3,0,0,0,1
10426,6,0,65.0,10,10,3,1,2,0,0,1
10427,122,0,85.0,4,15,3,1,0,0,0,1
10428,23,0,61.0,1,11,4,0,1,0,3,1
10429,0,0,119.0,4,22,4,2,0,0,3,1
10430,159,1,100.0,4,9,3,1,1,0,0,1
10431,77,1,72.25,11,12,4,3,0,0,0,1
10432,231,1,63.75,12,30,4,3,2,0,0,1
10433,44,1,98.8,11,19,4,1,1,0,0,0
10434,21,2,100.0,11,6,4,0,1,0,3,1
10435,179,1,96.3,7,1,4,1,0,0,0,0
10436,135,3,76.5,8,1,4,3,2,0,0,1
10437,61,2,121.5,5,13,4,2,1,0,0,1
10438,4,1,162.67,3,24,4,3,0,3,0,1
10439,142,1,129.0,6,10,4,2,1,3,0,1
10440,11,3,159.0,5,22,4,0,2,0,0,1
10441,65,0,100.0,10,2,3,1,0,0,0,1
10442,73,1,90.78,7,6,4,3,0,0,0,1
10443,63,2,137.7,7,18,4,1,1,3,0,1
10444,56,0,103.86,11,3,4,3,0,0,0,1
10445,82,1,116.1,5,16,4,1,1,0,3,1
10446,163,1,91.63,10,8,4,1,1,0,3,1
10447,5,0,126.75,4,4,4,5,3,3,0,0
10448,14,1,79.0,2,13,4,1,2,0,3,1
10449,36,1,118.8,4,23,4,2,2,3,0,1
10450,2,1,89.0,5,9,4,0,1,0,3,1
10451,0,1,221.0,5,3,4,4,0,5,0,1
10452,63,0,87.98,4,25,3,4,1,0,0,0
10453,4,0,65.0,10,6,2,3,0,0,0,1
10454,75,0,82.45,3,28,4,3,1,0,0,1
10455,45,0,72.9,1,23,4,1,1,0,0,0
10456,52,0,80.75,4,9,3,3,2,0,0,1
10457,144,0,133.69,7,9,4,5,2,3,0,0
10458,262,0,100.3,9,13,4,4,0,0,0,0
10459,57,1,64.67,12,12,4,4,1,0,0,1
10460,71,1,155.49,11,8,4,5,1,5,0,1
10461,72,0,76.5,4,3,4,1,2,0,0,0
10462,102,0,80.75,5,29,3,1,2,0,0,0
10463,120,0,93.16,7,29,3,2,0,3,0,1
10464,136,0,68.55,3,24,4,3,1,0,0,1
10465,16,0,77.53,12,22,4,3,2,3,0,1
10466,64,0,110.08,4,18,4,3,1,3,0,0
10467,63,3,72.25,10,27,4,5,0,0,0,1
10468,39,1,168.3,9,9,4,2,2,3,0,1
10469,77,0,198.9,8,9,4,2,0,5,0,1
10470,20,1,85.5,9,1,3,5,2,1,0,1
10471,157,2,161.1,9,5,4,3,1,0,1,0
10472,122,0,99.45,5,4,4,4,2,0,0,0
10473,41,1,76.92,6,21,4,3,0,0,0,1
10474,82,1,99.45,4,9,4,4,2,3,0,1
10475,3,0,110.0,9,18,0,2,2,3,0,1
10476,71,0,203.76,4,3,4,5,2,5,1,0
10477,180,0,137.7,8,23,4,2,0,3,0,0
10478,1,0,128.0,8,17,4,1,0,0,3,1
10479,22,0,129.0,3,21,4,1,1,0,3,0
10480,6,0,95.0,4,7,0,1,0,0,0,1
10481,197,0,113.4,12,21,3,4,1,0,1,1
10482,8,0,176.0,10,7,4,2,2,4,0,0
10483,40,0,85.5,10,19,3,1,0,0,0,1
10484,98,2,59.5,12,29,3,3,0,0,0,1
10485,8,2,132.6,5,21,4,1,2,3,0,1
10486,184,2,128.7,10,17,4,3,1,3,0,0
10487,32,1,99.0,8,28,4,0,1,0,3,1
10488,7,1,117.0,9,21,3,4,0,0,1,1
10489,9,0,72.8,1,27,4,2,0,0,0,1
10490,6,1,101.0,3,21,4,2,1,0,0,1
10491,13,1,87.78,5,30,4,2,1,0,3,1
10492,6,0,67.0,9,26,2,0,1,0,0,1
10493,2,0,90.0,11,11,3,1,0,4,0,1
10494,28,0,108.42,6,14,4,3,0,3,0,0
10495,123,1,76.5,8,12,4,2,0,0,0,1
10496,74,0,95.0,9,16,3,2,2,0,0,1
10497,42,1,126.0,3,5,4,1,2,3,1,1
10498,7,0,134.0,8,27,4,1,1,0,0,1
10499,1,1,103.0,2,27,4,1,0,0,0,1
10500,164,0,89.25,8,1,4,4,1,0,3,0
10501,56,0,64.75,3,5,4,3,2,0,3,1
10502,201,0,82.45,8,6,3,3,2,3,0,1
10503,18,2,87.0,1,20,4,4,0,0,0,1
10504,49,0,69.11,9,18,4,2,2,0,0,1
10505,38,1,112.5,4,3,4,1,2,0,0,1
10506,229,0,96.3,10,16,4,1,2,0,0,0
10507,0,1,180.0,9,25,4,2,2,3,0,1
10508,23,0,159.0,6,1,4,2,0,3,0,0
10509,59,2,90.55,10,14,4,5,2,3,0,1
10510,187,1,121.5,8,12,4,2,1,0,0,0
10511,72,1,96.3,4,2,4,1,1,3,0,1
10512,7,1,141.95,5,30,4,0,1,3,0,1
10513,2,0,163.0,9,15,4,1,0,0,0,1
10514,1,2,179.0,5,27,4,2,0,0,0,1
10515,31,0,81.9,3,9,4,1,0,0,0,0
10516,121,1,125.55,8,15,4,3,1,3,0,1
10517,39,0,113.4,6,27,4,3,1,0,0,0
10518,77,1,109.8,4,25,4,1,1,3,0,1
10519,179,0,137.7,8,22,4,0,1,3,0,0
10520,178,1,143.7,8,23,4,3,0,3,0,0
10521,5,0,109.0,3,11,4,2,1,0,0,0
10522,23,0,91.67,3,8,4,3,0,0,0,1
10523,13,2,260.0,11,10,4,1,0,6,0,1
10524,327,1,88.0,9,9,3,4,2,0,1,1
10525,0,1,89.89,12,5,4,3,1,0,0,1
10526,80,2,120.9,11,10,4,3,0,0,0,1
10527,157,1,101.58,7,11,4,3,1,0,0,0
10528,12,1,155.0,9,9,4,2,0,5,0,1
10529,117,0,150.45,6,16,4,3,1,3,0,0
10530,93,0,79.5,4,6,4,3,0,0,3,0
10531,29,0,70.0,11,2,3,4,0,0,0,1
10532,45,2,177.3,4,11,4,2,1,5,0,1
10533,7,3,107.03,8,31,4,1,0,0,0,1
10534,4,0,263.55,6,16,4,1,0,1,0,0
10535,7,0,97.0,5,16,4,0,1,0,0,0
10536,27,1,66.31,2,4,4,3,2,0,0,1
10537,171,0,137.7,8,22,4,1,1,0,0,0
10538,195,0,75.0,4,10,3,1,2,3,0,1
10539,6,1,79.0,2,3,4,1,0,0,0,0
10540,59,2,171.0,9,6,4,5,1,3,1,1
10541,142,1,116.95,8,8,4,4,1,0,0,1
10542,18,2,101.0,11,11,4,1,0,0,0,1
10543,188,1,90.9,7,25,4,2,1,0,0,1
10544,33,0,71.1,3,13,4,2,2,0,3,0
10545,59,0,93.6,12,23,4,2,0,0,0,0
10546,1,2,65.0,7,31,2,1,2,0,0,1
10547,53,1,188.81,7,1,4,2,1,6,0,1
10548,18,1,65.0,6,20,2,0,1,0,0,1
10549,91,0,198.9,5,6,4,2,1,5,0,0
10550,38,0,75.3,2,22,4,2,1,0,0,0
10551,94,0,73.95,3,19,4,2,2,0,0,0
10552,83,0,117.1,7,25,3,2,1,0,0,1
10553,47,1,127.0,10,2,4,0,2,0,0,0
10554,174,1,130.0,7,25,3,2,1,0,0,0
10555,89,0,135.9,9,2,4,2,0,0,0,0
10556,57,0,74.8,12,15,4,4,2,0,3,0
10557,51,1,137.7,7,15,4,1,0,3,0,1
10558,2,1,75.0,12,2,4,2,0,0,3,1
10559,0,1,145.0,9,15,2,1,0,0,0,1
10560,6,0,95.0,6,23,4,1,0,0,0,0
10561,43,1,96.3,9,17,3,1,2,3,0,1
10562,26,2,153.0,10,3,4,2,1,0,0,1
10563,0,0,120.0,10,22,4,1,0,0,3,1
10564,17,0,88.0,11,25,4,2,0,0,3,0
10565,37,1,135.0,11,1,4,2,0,0,0,1
10566,0,0,119.0,4,26,4,1,0,0,3,1
10567,50,1,124.0,10,18,4,5,0,3,0,1
10568,17,0,102.0,12,30,4,2,2,0,3,1
10569,11,1,90.0,4,10,2,0,1,3,0,1
10570,0,0,135.67,7,8,4,2,1,0,3,1
10571,141,0,80.75,10,6,3,3,1,0,0,1
10572,136,0,198.0,8,8,4,3,1,3,1,0
10573,97,2,134.1,8,6,4,1,1,0,0,1
10574,184,0,122.4,10,4,4,3,0,3,0,0
10575,26,4,206.5,8,29,4,1,1,5,0,1
10576,38,0,125.55,10,4,4,3,0,3,0,0
10577,173,0,85.0,9,8,4,3,0,0,0,0
10578,71,0,263.91,10,20,4,3,1,6,0,0
10579,32,1,121.27,10,7,4,2,1,3,0,1
10580,7,0,72.8,4,18,2,1,1,3,0,1
10581,20,0,65.0,8,2,2,2,0,0,0,0
10582,269,0,78.88,7,10,3,1,2,3,0,1
10583,15,1,80.3,1,22,4,2,0,0,0,1
10584,12,1,160.2,9,28,4,2,0,4,0,1
10585,93,0,159.3,6,3,4,2,0,3,0,1
10586,349,0,123.33,10,4,4,5,1,0,0,0
10587,65,0,111.0,10,19,4,2,1,0,0,1
10588,1,0,55.0,3,15,1,2,0,0,0,1
10589,2,0,110.0,10,8,0,2,2,3,0,1
10590,107,0,76.5,8,12,4,1,0,1,0,1
10591,36,3,96.9,11,14,4,4,1,3,0,1
10592,36,2,161.1,7,25,4,0,1,0,0,1
10593,193,1,120.7,12,28,4,4,0,3,0,0
10594,3,0,120.0,6,10,3,2,0,0,0,1
10595,1,0,70.0,6,17,3,2,1,0,0,1
10596,0,0,82.33,2,14,4,1,2,0,3,1
10597,86,1,96.3,4,17,4,1,2,0,0,1
10598,93,0,73.74,4,4,4,3,1,1,0,1
10599,74,3,88.4,12,5,4,4,1,0,0,1
10600,57,1,84.69,10,10,4,1,2,0,3,1
10601,49,1,121.5,5,30,4,0,1,0,0,1
10602,122,0,40.5,4,15,3,2,0,0,0,1
10603,182,1,120.0,10,12,3,1,0,0,0,0
10604,5,0,55.74,3,7,3,4,1,0,0,1
10605,93,1,121.5,6,20,4,1,1,0,0,0
10606,63,2,125.1,9,12,4,1,1,0,3,1
10607,130,0,102.58,3,25,4,2,1,1,0,1
10608,159,2,130.14,9,16,4,3,2,0,0,0
10609,15,2,165.67,3,24,4,3,0,0,0,1
10610,25,1,65.0,9,5,2,0,1,0,0,1
10611,54,1,83.8,11,18,4,3,2,0,3,1
10612,45,0,80.75,5,30,3,3,1,0,0,1
10613,5,0,71.8,12,5,3,1,2,0,0,1
10614,41,1,112.0,11,3,3,3,1,0,0,1
10615,44,1,99.0,8,31,4,3,0,0,3,1
10616,65,1,125.1,9,27,4,3,0,0,3,1
10617,2,0,58.0,12,9,3,3,0,0,0,1
10618,248,0,80.75,10,24,4,5,3,0,3,0
10619,4,0,99.33,8,18,4,10,2,0,0,0
10620,17,1,102.0,11,11,4,5,2,0,0,0
10621,98,1,115.6,4,12,3,3,0,3,0,1
10622,73,2,117.0,6,4,4,1,1,0,0,1
10623,105,1,119.85,5,16,4,3,1,0,0,1
10624,9,0,95.0,4,27,2,2,0,0,0,1
10625,5,4,154.0,9,17,4,1,1,0,3,1
10626,148,1,105.96,7,25,4,5,2,0,0,1
10627,13,0,65.0,10,19,2,1,1,0,0,1
10628,6,0,104.0,4,18,4,1,1,0,0,1
10629,0,0,89.0,2,27,4,1,0,0,0,1
10630,13,1,111.6,9,20,4,3,2,0,0,1
10631,54,1,111.0,10,30,4,4,2,3,0,0
10632,28,0,79.0,3,18,4,1,0,0,3,0
10633,82,1,133.98,11,7,4,2,1,0,3,1
10634,50,1,67.5,12,13,3,2,0,0,0,1
10635,39,2,88.4,11,15,4,3,0,0,0,1
10636,118,1,110.0,6,6,3,3,1,0,0,1
10637,153,0,88.01,5,2,4,2,1,3,0,0
10638,6,2,95.33,8,14,4,2,1,0,0,1
10639,0,1,108.0,10,9,4,0,1,0,0,1
10640,1,1,167.0,6,28,4,2,0,0,0,1
10641,8,1,40.0,6,15,2,1,0,0,0,1
10642,183,2,83.5,10,31,4,3,1,1,0,1
10643,3,0,128.0,4,28,4,1,0,0,3,1
10644,122,2,198.9,8,25,4,3,0,5,0,1
10645,0,1,155.0,5,20,4,1,0,0,0,1
10646,199,2,168.3,7,23,4,1,2,5,0,0
10647,77,1,105.3,4,6,4,2,0,3,0,1
10648,1,0,111.0,3,15,3,3,0,3,1,1
10649,6,0,0.0,12,10,4,2,0,0,1,1
10650,63,2,107.1,9,1,4,3,2,0,0,1
10651,53,1,75.95,2,20,4,2,2,0,0,1
10652,12,1,111.0,2,12,4,3,2,0,0,1
10653,1,2,113.6,8,20,4,3,2,0,0,1
10654,65,2,137.7,4,24,4,0,2,3,0,1
10655,28,0,219.0,10,16,4,1,2,5,0,0
10656,46,1,111.6,12,8,4,3,0,0,0,1
10657,23,0,69.0,12,9,4,4,1,0,0,1
10658,18,0,111.0,6,14,4,1,0,0,0,0
10659,24,0,60.56,12,5,2,3,2,0,0,1
10660,59,1,93.5,3,19,4,2,2,0,0,1
10661,194,1,94.25,10,6,4,2,0,3,0,0
10662,58,0,75.0,11,23,3,4,0,0,0,1
10663,252,2,81.43,12,28,4,4,1,0,0,1
10664,86,1,121.5,7,14,4,2,0,0,0,1
10665,2,0,139.0,6,28,4,1,0,0,0,0
10666,10,2,90.0,8,18,4,5,0,0,0,1
10667,40,1,130.0,11,11,4,2,0,0,0,1
10668,68,1,67.5,3,11,4,2,0,0,3,1
10669,20,0,119.0,9,19,2,2,1,0,0,1
10670,10,1,166.0,7,3,4,1,2,3,0,1
10671,88,1,68.0,7,18,4,2,2,0,0,0
10672,67,2,151.2,10,17,4,3,1,3,0,1
10673,8,2,84.0,12,4,2,2,2,0,0,1
10674,65,4,79.2,11,1,4,1,0,0,3,1
10675,126,1,76.5,7,27,4,2,1,0,0,1
10676,2,2,133.5,9,3,4,2,0,0,0,1
10677,6,1,66.0,3,1,2,2,0,0,0,1
10678,57,1,85.85,3,29,4,4,0,0,0,1
10679,9,0,143.6,4,12,4,5,0,3,0,0
10680,7,1,129.0,9,20,4,1,0,0,3,0
10681,41,1,65.0,12,27,3,1,0,0,0,1
10682,63,0,116.1,5,7,4,1,0,0,3,1
10683,1,0,118.0,9,29,2,3,0,0,1,1
10684,10,0,137.7,7,4,2,1,1,0,0,1
10685,12,0,85.0,10,18,3,2,2,0,0,1
10686,29,0,67.0,4,5,2,3,0,0,0,1
10687,34,0,126.9,5,11,4,1,0,0,0,0
10688,37,0,90.0,9,8,3,2,0,0,0,1
10689,95,0,72.8,4,5,4,2,0,0,0,0
10690,56,0,72.25,8,15,3,2,1,0,0,1
10691,80,0,168.3,9,7,4,1,0,3,0,0
10692,113,0,92.94,7,5,4,5,1,3,0,1
10693,95,1,77.86,12,7,4,4,0,1,0,1
10694,18,0,100.0,6,21,2,3,0,0,0,1
10695,1,2,206.0,5,20,4,1,0,3,0,1
10696,2,0,75.0,12,11,3,1,0,0,0,1
10697,86,0,68.85,3,16,4,5,2,0,0,1
10698,14,0,70.0,3,10,3,2,0,0,0,1
10699,85,0,72.76,4,11,3,5,1,0,0,1
10700,57,0,75.0,11,15,3,5,0,0,0,1
10701,9,1,79.0,2,13,4,1,0,0,3,1
10702,81,1,161.1,8,16,4,2,0,0,0,1
10703,92,1,78.54,3,30,4,4,0,0,3,1
10704,6,1,114.0,9,21,4,3,1,0,0,1
10705,2,0,71.6,1,3,4,0,1,0,0,1
10706,54,0,130.05,4,20,4,3,0,0,0,1
10707,137,2,121.5,8,21,4,0,1,0,0,1
10708,45,0,98.1,12,8,3,2,0,0,0,1
10709,72,1,119.85,5,13,4,2,2,0,0,1
10710,44,0,94.5,10,12,4,2,1,0,0,1
10711,62,1,144.0,8,8,4,3,1,0,0,1
10712,5,1,122.0,6,22,4,2,0,0,3,1
10713,160,1,97.56,7,18,4,6,3,0,0,1
10714,55,0,149.4,9,20,4,3,0,3,0,0
10715,260,2,100.3,10,7,4,4,2,0,0,0
10716,7,1,67.0,8,23,2,3,0,0,0,1
10717,0,0,97.0,6,23,4,1,0,0,0,1
10718,4,1,155.6,8,26,3,2,1,3,0,1
10719,161,0,130.0,3,25,3,2,1,1,1,0
10720,29,0,104.0,12,17,4,1,1,0,0,0
10721,2,0,122.75,6,17,3,3,2,3,1,1
10722,3,1,143.0,9,5,4,1,0,0,0,1
10723,106,0,159.3,6,17,4,2,1,0,0,0
10724,178,0,106.0,8,22,2,3,1,4,0,0
10725,48,0,67.5,2,19,4,2,1,0,3,0
10726,143,1,81.08,7,13,4,1,0,0,0,1
10727,289,0,0.0,10,17,4,1,0,0,0,0
10728,56,0,126.9,5,21,4,1,2,0,0,0
10729,163,0,80.75,10,2,3,3,2,0,0,1
10730,18,0,137.67,3,19,4,1,2,0,0,0
10731,80,1,99.1,8,27,4,1,0,0,0,1
10732,59,1,79.2,11,25,4,2,1,0,3,1
10733,32,0,109.8,4,14,4,3,1,0,0,0
10734,1,1,88.43,3,12,4,1,1,0,0,1
10735,22,1,165.0,5,21,4,1,0,3,0,1
10736,192,1,117.3,7,25,3,4,1,4,0,0
10737,32,1,154.0,9,27,4,2,0,3,0,0
10738,129,0,118.8,9,8,4,3,0,0,3,0
10739,81,2,119.85,5,1,4,2,2,0,0,1
10740,48,0,67.5,3,5,4,1,2,0,3,0
10741,28,0,130.33,12,31,4,3,0,3,0,0
10742,9,0,85.0,2,21,4,1,2,0,0,0
10743,81,0,0.0,4,1,1,2,0,0,0,1
10744,14,3,138.05,8,13,4,1,1,1,0,1
10745,36,0,94.35,6,26,4,0,2,0,0,1
10746,15,2,96.9,11,14,4,5,1,3,0,1
10747,0,0,0.0,6,7,1,1,0,3,0,1
10748,105,0,152.55,12,2,4,2,0,0,1,0
10749,8,0,93.0,2,22,4,3,1,0,0,1
10750,170,0,91.44,9,6,4,3,0,0,0,0
10751,6,1,108.99,9,8,4,3,0,0,3,1
10752,33,1,57.92,9,26,3,3,2,0,0,1
10753,88,0,93.6,12,1,4,2,0,0,0,0
10754,10,0,160.0,3,22,4,5,0,3,0,1
10755,19,0,85.0,3,9,4,3,0,0,3,0
10756,7,1,124.0,9,7,4,0,1,0,0,0
10757,57,1,95.3,2,29,4,2,1,3,0,1
10758,35,1,65.83,10,7,4,2,0,0,0,1
10759,55,0,106.24,9,11,4,3,2,3,0,1
10760,4,0,104.0,10,25,4,1,0,0,0,1
10761,44,1,93.6,6,1,4,2,0,0,3,1
10762,67,0,116.1,5,13,4,2,0,0,3,0
10763,29,0,92.4,8,31,4,3,0,0,3,0
10764,2,0,103.0,11,9,2,1,0,3,0,0
10765,127,0,97.75,11,19,4,2,2,3,0,0
10766,124,1,114.3,8,11,4,3,0,0,0,1
10767,18,1,94.96,10,31,4,2,2,0,0,1
10768,30,2,114.0,12,4,4,0,2,3,0,1
10769,60,0,110.5,4,18,4,4,1,3,0,1
10770,8,0,65.0,10,6,2,1,0,0,0,1
10771,92,2,119.85,6,10,4,2,2,0,0,1
10772,140,2,72.25,12,29,4,3,0,0,0,1
10773,271,0,87.3,12,3,3,1,2,0,0,1
10774,1,1,97.0,11,10,4,4,0,0,0,1
10775,28,0,76.95,2,5,4,2,2,0,0,0
10776,48,1,168.3,8,26,4,1,0,3,0,0
10777,71,0,137.53,9,14,3,5,2,3,0,1
10778,17,1,230.0,8,22,4,3,1,5,0,1
10779,28,1,99.0,11,19,3,2,0,0,1,1
10780,5,0,131.0,10,4,2,5,0,0,0,0
10781,12,0,82.0,1,2,3,1,2,0,0,1
10782,82,0,143.1,6,14,4,1,0,0,3,0
10783,155,2,86.82,7,14,4,5,2,0,3,1
10784,166,2,110.37,6,23,4,3,1,3,0,0
10785,141,2,72.25,7,13,3,4,1,0,0,1
10786,62,0,71.6,3,3,4,3,2,0,0,1
10787,24,0,79.0,2,20,4,1,0,0,3,0
10788,24,0,70.0,3,20,3,0,1,0,0,1
10789,3,1,97.5,12,19,4,0,1,0,0,1
10790,136,0,118.8,10,5,4,4,0,0,0,0
10791,58,1,57.6,12,13,4,4,0,0,3,1
10792,16,0,95.0,10,8,0,1,2,0,0,1
10793,112,2,121.5,7,15,4,2,0,0,0,1
10794,104,0,117.29,6,2,4,3,0,4,0,1
10795,2,2,161.0,6,22,4,2,0,3,0,1
10796,5,1,105.0,9,26,3,2,2,3,0,1
10797,159,1,119.85,5,26,4,3,0,0,0,0
10798,107,0,68.0,11,25,3,2,0,0,0,1
10799,209,2,119.85,9,17,4,2,2,0,0,0
10800,34,0,82.94,10,11,4,5,3,3,0,1
10801,21,1,149.0,10,5,4,2,0,0,0,1
10802,79,1,173.25,6,29,4,3,0,0,1,1
10803,136,0,170.36,5,7,4,5,2,5,0,0
10804,7,2,152.0,9,15,4,2,0,0,0,1
10805,278,1,71.23,12,28,4,4,1,0,3,1
10806,6,3,129.0,10,20,4,2,0,0,0,1
10807,57,1,114.66,4,21,4,7,2,3,0,1
10808,44,2,110.13,11,4,4,2,1,3,0,1
10809,57,1,75.33,6,10,3,2,1,0,0,1
10810,39,0,124.67,11,12,4,4,2,3,0,0
10811,37,1,78.5,2,14,4,0,2,0,3,1
10812,186,0,112.0,8,14,3,1,2,0,0,0
10813,94,1,131.4,8,26,4,2,1,3,0,0
10814,24,1,87.3,1,29,4,2,1,3,0,1
10815,28,3,96.9,11,13,4,4,2,3,0,1
10816,9,1,80.3,1,19,4,1,0,0,0,1
10817,137,0,76.5,8,16,4,0,1,0,0,1
10818,0,3,0.0,9,13,1,1,0,0,0,1
10819,33,0,140.4,3,24,4,2,0,3,0,0
10820,1,2,45.0,2,16,3,1,0,3,0,1
10821,20,0,117.2,9,24,4,2,2,0,0,0
10822,15,1,70.0,12,27,3,5,1,0,0,1
10823,2,1,75.0,1,4,4,1,1,0,3,1
10824,76,1,90.95,5,8,3,2,2,3,0,1
10825,158,1,82.88,7,2,4,2,2,0,3,1
10826,0,1,177.0,6,21,4,1,0,3,0,1
10827,135,2,162.0,9,25,4,0,2,3,0,1
10828,214,1,96.3,8,11,4,3,0,0,0,0
10829,0,0,134.0,7,24,4,0,2,0,3,1
10830,98,0,167.45,4,23,4,4,2,5,0,0
10831,95,1,126.9,8,5,4,2,1,0,0,1
10832,20,1,79.0,11,28,2,1,1,0,0,1
10833,2,2,102.0,2,12,4,2,0,0,0,1
10834,0,0,139.0,10,16,4,0,2,0,3,1
10835,4,0,62.37,12,8,4,2,0,0,0,1
10836,88,1,138.0,5,3,3,3,0,0,1,1
10837,33,0,95.4,3,13,4,2,2,3,0,1
10838,20,0,80.0,3,9,3,3,0,0,0,1
10839,205,0,86.63,7,21,4,2,0,1,0,0
10840,56,0,141.3,6,9,4,1,0,3,0,0
10841,145,0,177.75,10,22,4,1,1,0,1,0
10842,193,1,90.95,7,25,4,3,1,0,0,1
10843,9,1,83.0,1,17,4,4,2,0,0,1
10844,8,0,177.5,12,3,4,1,1,5,0,1
10845,3,0,70.0,4,18,3,1,1,0,0,1
10846,195,0,174.3,8,26,4,2,1,5,0,0
10847,175,0,126.9,9,18,4,0,2,0,0,0
10848,117,2,136.85,7,8,4,3,2,3,0,1
10849,72,0,120.67,12,30,4,3,0,3,0,1
10850,96,0,138.0,9,28,3,1,1,4,1,0
10851,56,2,126.0,11,2,4,3,0,0,0,1
10852,32,0,159.3,3,24,4,3,0,3,0,0
10853,0,1,107.0,10,31,4,1,0,0,0,1
